MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromMemberType;ToMemberType
Physical Energy & Power Flows;2022;3;1000;1000;1000;DK;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;218;218;218;GE;TR;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;841;841;841;AT;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;0;0;0;NO;FI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;7;7;7;SK;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;9;288;288;288;DE;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;937;937;937;AT;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;94;94;94;NO;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;25;25;25;ME;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;11;11;11;CH;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;18;18;18;RS;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;271;271;271;IT;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;93;93;93;AL;XK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;26;26;26;DK;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;651;651;651;DE;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;1;1;1;FI;EE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;654;654;654;SE;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;150;150;150;XK;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;271;271;271;GB;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;81;81;81;CZ;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;1485;1485;1485;GB;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;571;571;571;PL;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1039;1039;1039;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;1335;1335;1335;FR;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;45;45;45;LU;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;155;155;155;IT;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;770;770;770;CZ;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;47;47;47;XK;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;395;395;395;NO;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;157;157;157;DE;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;40;40;40;DK;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;0;0;0;DE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;9;9;9;HU;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;778;778;778;DK;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;191;191;191;NL;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;256;256;256;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;327;327;327;FR;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;326;326;326;DE;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;536;536;536;IT;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;147;147;147;AT;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1;1;1;SI;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;9;9;9;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;208;208;208;MK;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;10;10;10;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;419;419;419;CZ;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;34;34;34;AM;GE;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;1;0;0;0;RO;MD;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;6;490;490;490;PL;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;1086;1086;1086;AT;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;171;171;171;FR;ES;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;879;879;879;PL;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;205;205;205;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;23;23;23;DE;PL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;85;85;85;AT;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;4;4;4;PL;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;171;171;171;ES;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;463;463;463;CH;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;105;105;105;RO;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;134;134;134;FR;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;799;799;799;FR;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;12;12;12;NL;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;115;115;115;NL;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;588;588;588;DE;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;259;259;259;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;216;216;216;RU;FI;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;8;71;71;71;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;255;255;255;FR;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;330;330;330;AZ;GE;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;10;50;50;50;RS;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;126;126;126;RU;LV;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;0;0;0;SI;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;135;135;135;SI;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;7;7;7;LU;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;153;153;153;XK;AL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;350;350;350;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;28;28;28;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;66;66;66;RS;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;31;31;31;AL;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;91;91;91;DE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;39;39;39;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;66;66;66;SE;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;158;158;158;AT;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;280;280;280;RS;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;271;271;271;DK;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;829;829;829;SK;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;11;11;11;RS;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;2088;2088;2088;CH;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;74;74;74;AL;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;282;282;282;MK;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;285;285;285;GB;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;15;15;15;RS;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;28;28;28;RS;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;0;0;0;SI;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;6;6;6;SE;LT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;19;19;19;RS;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;429;429;429;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;167;167;167;GE;RU;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;8;902;902;902;DE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;133;133;133;ME;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;24;24;24;AT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;288;288;288;BG;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;309;309;309;SI;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;6;6;6;SE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;474;474;474;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;24;24;24;MK;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;112;112;112;IT;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;19;19;19;MK;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;24;24;24;CH;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;557;557;557;FR;ES;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;552;552;552;ES;PT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;124;124;124;FR;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;215;215;215;RS;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;574;574;574;GB;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;279;279;279;GB;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;205;205;205;AL;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;3;3;3;SK;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;1;447;447;447;NO;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;69;69;69;AT;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;0;0;0;RU;FI;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;1;2;2;2;FI;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;15;15;15;LT;LV;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;513;513;513;DE;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;50;50;50;IT;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;0;0;0;UA;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;3;115;115;115;NL;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;0;0;0;IT;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;17;17;17;GB;IE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;935;935;935;ES;PT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;514;514;514;SI;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;262;262;262;SE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;7;7;7;CZ;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;535;535;535;FR;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;26;26;26;DE;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;856;856;856;PL;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;30;30;30;BY;LT;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;10;113;113;113;DE;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;769;769;769;FI;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;11;0;0;0;LT;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;172;172;172;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;201;201;201;LT;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;11;136;136;136;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;23;23;23;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;13;13;13;FR;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;1499;1499;1499;FI;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;1184;1184;1184;FR;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;79;79;79;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;0;0;0;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;109;109;109;PL;LT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;34;34;34;RO;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;69;69;69;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;2;2;2;FI;EE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;883;883;883;DK;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1039;1039;1039;FR;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1205;1205;1205;AT;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;518;518;518;TR;GE;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;6;4;4;4;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;13;13;13;IE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;15;15;15;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;508;508;508;CH;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;44;44;44;CH;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;226;226;226;LV;LT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;276;276;276;LU;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;73;73;73;DE;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;61;61;61;MK;XK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;213;213;213;LV;LT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;181;181;181;GR;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;325;325;325;BY;LT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;4;126;126;126;AT;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;116;116;116;GR;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;4;4;4;TR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;58;58;58;GB;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;7;7;7;RO;MD;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;7;171;171;171;MD;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;4;2;2;2;HU;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;9;200;200;200;NL;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1;1;1;LT;RU;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;7;488;488;488;NO;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;11;11;11;GR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;216;216;216;RO;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;812;812;812;NO;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;1007;1007;1007;NL;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;220;220;220;GB;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;48;48;48;XK;AL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;738;738;738;CZ;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;13;13;13;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;34;34;34;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;428;428;428;PL;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;12;12;12;RO;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;0;0;0;MT;IT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;4;4;4;GR;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;829;829;829;FR;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;16;16;16;DE;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;52;52;52;ME;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;6;6;6;LT;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;526;526;526;DE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;105;105;105;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;242;242;242;RO;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;1;255;255;255;ME;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;72;72;72;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;9;9;9;SK;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;316;316;316;AT;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;130;130;130;NL;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;278;278;278;IT;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;49;49;49;NO;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;267;267;267;UA;SK;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;3;14;14;14;CH;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;309;309;309;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;1002;1002;1002;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;11;11;11;XK;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;21;21;21;AT;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;14;14;14;AL;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;644;644;644;PL;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;227;227;227;LU;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;246;246;246;NO;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;15;15;15;RS;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;670;670;670;PL;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;1066;1066;1066;SE;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;1216;1216;1216;FR;ES;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;32;32;32;RS;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;0;0;0;GR;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;587;587;587;FI;EE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;158;158;158;PT;ES;Monthly Value;Import;Harmonized;M;M
